subgroup,subgroup_value,min_year,max_year,dv,formula,Intercept,year_estimate,year_pvalue,year_stderr
BASIC2018,30,2012,2020,un_tenured_assistant_Nonresident_alien_total_pct,un_tenured_assistant_Nonresident_alien_total_pct ~ year_num,4.63170524847567,0.29162424354050465,0.5788348589745045,0.5010922842178454
BASIC2018,30,2012,2020,un_tenured_assistant_Nonresident_alien_men_pct,un_tenured_assistant_Nonresident_alien_men_pct ~ year_num,2.9601482208681786,0.0611255609459429,0.8693556971860594,0.35827281133355143
BASIC2018,30,2012,2020,un_tenured_assistant_Nonresident_alien_women_pct,un_tenured_assistant_Nonresident_alien_women_pct ~ year_num,1.671557027607491,0.23049868259456172,0.3090254542148008,0.21015789292104295
BASIC2018,30,2012,2020,un_tenured_assistant_Race_ethnicity_unknown_total_pct,un_tenured_assistant_Race_ethnicity_unknown_total_pct ~ year_num,5.294598130335888,-0.08305510524418325,0.7866052521629889,0.29524216159634853
BASIC2018,30,2012,2020,un_tenured_assistant_Race_ethnicity_unknown_men_pct,un_tenured_assistant_Race_ethnicity_unknown_men_pct ~ year_num,2.989755490457799,-0.22777852301517437,0.38597957516376097,0.2463762175623614
BASIC2018,30,2012,2020,un_tenured_assistant_Race_ethnicity_unknown_women_pct,un_tenured_assistant_Race_ethnicity_unknown_women_pct ~ year_num,2.3048426398780895,0.14472341777099126,0.567731637603224,0.2414088326890821
BASIC2018,30,2012,2020,un_tenured_assistant_Two_or_more_races_total_pct,un_tenured_assistant_Two_or_more_races_total_pct ~ year_num,-0.5087854776273261,0.5061643591548992,0.0002906241938259353,0.07611922648074118
BASIC2018,30,2012,2020,un_tenured_assistant_Two_or_more_races_men_pct,un_tenured_assistant_Two_or_more_races_men_pct ~ year_num,-0.19875312177053728,0.27873939273466275,6.6009619083698e-05,0.03313241408098089
BASIC2018,30,2012,2020,un_tenured_assistant_Two_or_more_races_women_pct,un_tenured_assistant_Two_or_more_races_women_pct ~ year_num,-0.3100323558567888,0.2274249664202364,0.007610351385029969,0.061392555093122206
BASIC2018,30,2012,2020,un_tenured_assistant_White_total_pct,un_tenured_assistant_White_total_pct ~ year_num,67.52041289443198,-2.060406190930166,0.04619716155291743,0.8519530722600716
BASIC2018,30,2012,2020,un_tenured_assistant_White_men_pct,un_tenured_assistant_White_men_pct ~ year_num,35.75452913430178,-1.6799836611556582,0.00033914313571827167,0.25908921803878615
BASIC2018,30,2012,2020,un_tenured_assistant_White_women_pct,un_tenured_assistant_White_women_pct ~ year_num,31.765883760130187,-0.3804225297745063,0.6014741413454845,0.6956680716219054
BASIC2018,24,2012,2020,tenured_un_tenured_black_latino_american_indian_alaska_native_hawaiian_pacific_multiracial_total_pct,tenured_un_tenured_black_latino_american_indian_alaska_native_hawaiian_pacific_multiracial_total_pct ~ year_num,0.15305913399122487,0.0040291296684289764,0.06269862174148837,0.0018222575503811186
BASIC2018,24,2012,2020,tenured_full_Grand_total_pct,tenured_full_Grand_total_pct ~ year_num,99.99999999999997,-4.6629367034256575e-15,0.5382181711306381,7.206218595529064e-15
BASIC2018,24,2012,2020,tenured_full_Grand_total_men_pct,tenured_full_Grand_total_men_pct ~ year_num,76.10378137493332,-0.8826409797048735,6.226647954614641e-05,0.10396907559169949
BASIC2018,24,2012,2020,tenured_full_Grand_total_women_pct,tenured_full_Grand_total_women_pct ~ year_num,23.89621862506665,0.88264097970487,6.226647954614809e-05,0.10396907559169953
BASIC2018,24,2012,2020,tenured_full_American_Indian_or_Alaska_Native_total_pct,tenured_full_American_Indian_or_Alaska_Native_total_pct ~ year_num,1.4854312222053685,-0.22439940795919058,0.001705208842344638,0.04556946241042796
BASIC2018,24,2012,2020,tenured_full_American_Indian_or_Alaska_Native_men_pct,tenured_full_American_Indian_or_Alaska_Native_men_pct ~ year_num,1.0104312222053686,-0.1421077412925239,0.005572041330654413,0.03602798528609733
BASIC2018,24,2012,2020,tenured_full_American_Indian_or_Alaska_Native_women_pct,tenured_full_American_Indian_or_Alaska_Native_women_pct ~ year_num,0.475,-0.08229166666666667,0.048510254642294574,0.03450103158683165
BASIC2018,24,2012,2020,tenured_full_Asian_total_pct,tenured_full_Asian_total_pct ~ year_num,3.452285239995993,0.3876865391148262,0.008038239513808738,0.10583826593838203
BASIC2018,24,2012,2020,tenured_full_Asian_men_pct,tenured_full_Asian_men_pct ~ year_num,2.2893223289555853,0.2480378589538184,0.06547992141314536,0.11369219720348007
BASIC2018,24,2012,2020,tenured_full_Asian_women_pct,tenured_full_Asian_women_pct ~ year_num,1.1629629110404087,0.13964868016100776,0.09575420205211592,0.07257975627017223
BASIC2018,24,2012,2020,tenured_full_Black_or_African_American_total_pct,tenured_full_Black_or_African_American_total_pct ~ year_num,5.935647707115854,0.581079919623795,0.02238067773148498,0.1990870278816666
BASIC2018,24,2012,2020,tenured_full_Black_or_African_American_men_pct,tenured_full_Black_or_African_American_men_pct ~ year_num,5.112942088384592,0.1250094976897731,0.34415930886299295,0.12323364383290772
BASIC2018,24,2012,2020,tenured_full_Black_or_African_American_women_pct,tenured_full_Black_or_African_American_women_pct ~ year_num,0.8227056187312611,0.45607042193402186,0.011297790738551335,0.13377044510266056
BASIC2018,24,2012,2020,tenured_full_Hispanic_or_Latino_total_pct,tenured_full_Hispanic_or_Latino_total_pct ~ year_num,5.7379819958147005,-0.48837884308456964,0.007523909750653728,0.1315280589331914
BASIC2018,24,2012,2020,tenured_full_Hispanic_or_Latino_men_pct,tenured_full_Hispanic_or_Latino_men_pct ~ year_num,3.700894491213834,-0.3551867626894139,0.0027419736051120906,0.07863336524088578
BASIC2018,24,2012,2020,tenured_full_Hispanic_or_Latino_women_pct,tenured_full_Hispanic_or_Latino_women_pct ~ year_num,2.0370875046008665,-0.13319208039515573,0.05565427113393241,0.058115131358442124
BASIC2018,24,2012,2020,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_total_pct,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_total_pct ~ year_num,0.0,0.0,,0.0
BASIC2018,24,2012,2020,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_men_pct,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_men_pct ~ year_num,0.0,0.0,,0.0
BASIC2018,24,2012,2020,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_women_pct,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_women_pct ~ year_num,0.0,0.0,,0.0
BASIC2018,24,2012,2020,tenured_full_Nonresident_alien_total_pct,tenured_full_Nonresident_alien_total_pct ~ year_num,0.3058297786357597,0.04717295562337978,0.3246735657726618,0.04453543354514782
BASIC2018,24,2012,2020,tenured_full_Nonresident_alien_men_pct,tenured_full_Nonresident_alien_men_pct ~ year_num,0.3224958822583851,0.02322950776688845,0.5506954329066958,0.037062209142201576
BASIC2018,24,2012,2020,tenured_full_Nonresident_alien_women_pct,tenured_full_Nonresident_alien_women_pct ~ year_num,-0.01666610362262536,0.023943447856491325,0.26335914109621095,0.01968869334148588
BASIC2018,24,2012,2020,tenured_full_Race_ethnicity_unknown_total_pct,tenured_full_Race_ethnicity_unknown_total_pct ~ year_num,0.0,0.0,,0.0
BASIC2018,24,2012,2020,tenured_full_Race_ethnicity_unknown_men_pct,tenured_full_Race_ethnicity_unknown_men_pct ~ year_num,0.0,0.0,,0.0
BASIC2018,24,2012,2020,tenured_full_Race_ethnicity_unknown_women_pct,tenured_full_Race_ethnicity_unknown_women_pct ~ year_num,0.0,0.0,,0.0
BASIC2018,24,2012,2020,tenured_full_Two_or_more_races_total_pct,tenured_full_Two_or_more_races_total_pct ~ year_num,0.2790351434700113,0.13142841384490372,0.02499220655021255,0.04625380179799387
BASIC2018,24,2012,2020,tenured_full_Two_or_more_races_men_pct,tenured_full_Two_or_more_races_men_pct ~ year_num,0.2790351434700113,0.13142841384490372,0.02499220655021255,0.04625380179799387
BASIC2018,24,2012,2020,tenured_full_Two_or_more_races_women_pct,tenured_full_Two_or_more_races_women_pct ~ year_num,0.0,0.0,,0.0
BASIC2018,24,2012,2020,tenured_full_White_total_pct,tenured_full_White_total_pct ~ year_num,82.80378891276229,-0.43458957716314894,0.010510179856612652,0.12550872195464638
BASIC2018,24,2012,2020,tenured_full_White_men_pct,tenured_full_White_men_pct ~ year_num,63.38866021844556,-0.9130517539783207,2.8828442462543755e-05,0.09554241266994148
BASIC2018,24,2012,2020,tenured_full_White_women_pct,tenured_full_White_women_pct ~ year_num,19.415128694316735,0.4784621768151719,0.0019844330979417305,0.09984503316653574
BASIC2018,24,2012,2020,tenured_associate_Grand_total_pct,tenured_associate_Grand_total_pct ~ year_num,99.99999999999997,-4.6629367034256575e-15,0.5382181711306381,7.206218595529064e-15
BASIC2018,24,2012,2020,tenured_associate_Grand_total_men_pct,tenured_associate_Grand_total_men_pct ~ year_num,58.86163993564223,0.33622339457222516,0.1880713277024397,0.23053109834001367
BASIC2018,24,2012,2020,tenured_associate_Grand_total_women_pct,tenured_associate_Grand_total_women_pct ~ year_num,41.13836006435774,-0.33622339457222983,0.1880713277024345,0.23053109834001387
BASIC2018,24,2012,2020,tenured_associate_American_Indian_or_Alaska_Native_total_pct,tenured_associate_American_Indian_or_Alaska_Native_total_pct ~ year_num,0.24305555555555552,-0.0390625,0.27207082745361105,0.032768378625307064
BASIC2018,24,2012,2020,tenured_associate_American_Indian_or_Alaska_Native_men_pct,tenured_associate_American_Indian_or_Alaska_Native_men_pct ~ year_num,0.24305555555555552,-0.0390625,0.27207082745361105,0.032768378625307064
BASIC2018,24,2012,2020,tenured_associate_American_Indian_or_Alaska_Native_women_pct,tenured_associate_American_Indian_or_Alaska_Native_women_pct ~ year_num,0.0,0.0,,0.0
BASIC2018,24,2012,2020,tenured_associate_Asian_total_pct,tenured_associate_Asian_total_pct ~ year_num,11.068737885176509,0.20088340582932473,0.5579330813479111,0.32657467555331116
BASIC2018,24,2012,2020,tenured_associate_Asian_men_pct,tenured_associate_Asian_men_pct ~ year_num,7.081593818961765,0.11112247644397233,0.5973425118140268,0.20087206166914315
BASIC2018,24,2012,2020,tenured_associate_Asian_women_pct,tenured_associate_Asian_women_pct ~ year_num,3.987144066214743,0.08976092938535221,0.6431938013594889,0.1854754275579624
BASIC2018,24,2012,2020,tenured_associate_Black_or_African_American_total_pct,tenured_associate_Black_or_African_American_total_pct ~ year_num,9.891930324348222,0.48067385785393013,0.3919362873945267,0.5268695903233491
BASIC2018,24,2012,2020,tenured_associate_Black_or_African_American_men_pct,tenured_associate_Black_or_African_American_men_pct ~ year_num,5.850879881497936,0.2736570523264402,0.4184822789822067,0.31836117891050414
BASIC2018,24,2012,2020,tenured_associate_Black_or_African_American_women_pct,tenured_associate_Black_or_African_American_women_pct ~ year_num,4.041050442850285,0.20701680552748997,0.664789140237557,0.4577758017644199
BASIC2018,24,2012,2020,tenured_associate_Hispanic_or_Latino_total_pct,tenured_associate_Hispanic_or_Latino_total_pct ~ year_num,3.8498438165032574,0.5680428775282017,0.0040959727033629215,0.13563413247017872
BASIC2018,24,2012,2020,tenured_associate_Hispanic_or_Latino_men_pct,tenured_associate_Hispanic_or_Latino_men_pct ~ year_num,2.6449717012182345,0.6575182688660735,0.015882259284125552,0.2079387670719528
BASIC2018,24,2012,2020,tenured_associate_Hispanic_or_Latino_women_pct,tenured_associate_Hispanic_or_Latino_women_pct ~ year_num,1.2048721152850228,-0.08947539133787161,0.3143468463059786,0.08255365635395774
BASIC2018,24,2012,2020,tenured_associate_Native_Hawaiian_or_Other_Pacific_Islander_total_pct,tenured_associate_Native_Hawaiian_or_Other_Pacific_Islander_total_pct ~ year_num,-0.20482618171501865,0.11305247154958813,0.005460006452157804,0.02854688786040347
BASIC2018,24,2012,2020,tenured_associate_Native_Hawaiian_or_Other_Pacific_Islander_men_pct,tenured_associate_Native_Hawaiian_or_Other_Pacific_Islander_men_pct ~ year_num,-0.20482618171501865,0.11305247154958813,0.005460006452157804,0.02854688786040347
BASIC2018,24,2012,2020,tenured_associate_Native_Hawaiian_or_Other_Pacific_Islander_women_pct,tenured_associate_Native_Hawaiian_or_Other_Pacific_Islander_women_pct ~ year_num,0.0,0.0,,0.0
BASIC2018,24,2012,2020,tenured_associate_Nonresident_alien_total_pct,tenured_associate_Nonresident_alien_total_pct ~ year_num,1.8449327189377214,-0.106628171548711,0.33999919580408533,0.10414874425145267
